"indicatorId","indicator","county","value","eventCount","denominator","unit","period","source","latitude","longitude","suppressed"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Franklin","39.9",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","44.705699","-74.340621","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Fulton","34.2",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.06014","-74.331296","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Genesee","39.9",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.000121","-78.172679","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Greene","39.6",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.298326","-73.973376","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Hamilton",,,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.618468","-74.395268","True"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Herkimer","35.5",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.070026","-74.994246","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Jefferson","36.4",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","44.019295","-75.898971","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Kings","25",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","40.65642","-73.950691","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Lewis","41.6",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.785537","-75.446296","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Livingston","36.1",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.763754","-77.765392","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Madison","34.9",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.986917","-75.720031","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Monroe","31.8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.161748","-77.620143","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Montgomery","34.9",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.933637","-74.341972","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Nassau","24.9",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","40.715749","-73.601185","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","New York","17.7",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","40.726966","-74.005966","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","New York State","29.2",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022",,,"False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Niagara","30.6",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.134634","-78.856419","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Oneida","33.4",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.149482","-75.361773","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Onondaga","35.2",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.065629","-76.168033","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Ontario","39.5",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.894571","-77.252045","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Orange","38.5",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","41.422459","-74.241929","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Orleans","50.9",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.248394","-78.218438","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Oswego","41.6",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.39123","-76.31133","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Otsego","37.5",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.564852","-75.060334","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Putnam","31.6",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","41.41131","-73.717443","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Queens","25.6",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","40.749338","-73.789673","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Rensselaer","32.8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.70098","-73.628669","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Richmond","29.8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","40.566763","-74.148102","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Rockland","23.3",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","41.127287","-74.017033","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Saratoga","33.1",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.00894","-73.786779","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Schenectady","42.6",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.809233","-73.946838","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Schoharie","32.8",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.643426","-74.434606","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Schuyler","28.2",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.38593","-76.872032","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Seneca","38",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.833627","-76.82753","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","St. Lawrence","44.6",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","44.689468","-75.242045","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Steuben","31",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.270053","-77.324618","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Suffolk","29",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","40.820237","-73.119032","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Sullivan","33.3",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","41.705166","-74.711705","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Tioga","38.7",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.120252","-76.29595","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Tompkins","22.3",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.461024","-76.478784","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Ulster","32.3",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","41.848374","-74.099412","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Warren","33.5",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.403024","-73.716044","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Washington","31.4",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.289513","-73.454761","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Wayne","39.7",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","43.144336","-77.117995","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Westchester","26.5",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","41.039278","-73.805386","False"
"adult-obesity","Age-adjusted percentage of adults with obesity (BMI 30 or higher)","Wyoming","34.3",,,"Percentage","2022","NYS Expanded Behavioral Risk Factor Surveillance System, data as of November 2022","42.723641","-78.204473","False"
